STATION,STATION_NAME,DATE,PRCP,SNOW,TMAX,AWND
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150901,0.00,0.0,90,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150902,0.00,0.0,91,1.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150903,0.00,0.0,93,2.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150904,0.00,0.0,85,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150905,0.00,0.0,83,4.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150906,0.00,0.0,87,1.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150907,0.00,0.0,92,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150908,0.00,0.0,97,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150909,0.00,0.0,90,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150910,1.58,0.0,79,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150911,0.00,0.0,81,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150912,0.29,0.0,79,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150913,0.04,0.0,80,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150914,0.00,0.0,77,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150915,0.00,0.0,84,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150916,0.00,0.0,88,1.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150917,0.00,0.0,89,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150918,0.00,0.0,87,2.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150919,0.00,0.0,83,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150920,0.00,0.0,79,7.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150921,0.00,0.0,73,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150922,0.00,0.0,71,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150923,0.00,0.0,80,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150924,0.00,0.0,82,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150925,0.00,0.0,76,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150926,0.00,0.0,72,6.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150927,0.00,0.0,71,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150928,0.00,0.0,78,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150929,0.11,0.0,83,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20150930,1.26,0.0,79,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151001,0.09,0.0,64,8.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151002,1.08,0.0,57,12.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151003,0.35,0.0,55,11.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151004,0.00,0.0,63,10.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151005,0.00,0.0,67,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151006,0.00,0.0,73,1.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151007,0.00,0.0,73,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151008,0.00,0.0,72,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151009,0.89,0.0,78,4.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151010,0.00,0.0,65,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151011,0.00,0.0,69,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151012,0.00,0.0,77,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151013,0.01,0.0,72,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151014,0.00,0.0,69,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151015,0.00,0.0,64,4.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151016,0.00,0.0,64,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151017,0.00,0.0,56,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151018,0.00,0.0,50,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151019,0.00,0.0,53,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151020,0.00,0.0,70,6.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151021,0.00,0.0,76,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151022,0.00,0.0,75,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151023,0.00,0.0,65,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151024,0.00,0.0,57,4.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151025,0.05,0.0,68,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151026,0.00,0.0,58,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151027,0.00,0.0,59,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151028,1.40,0.0,69,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151029,0.04,0.0,73,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151030,0.00,0.0,61,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151031,0.00,0.0,56,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151101,0.00,0.0,65,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151102,0.00,0.0,63,2.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151103,0.00,0.0,72,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151104,0.00,0.0,70,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151105,0.01,0.0,71,2.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151106,0.00,0.0,74,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151107,0.00,0.0,72,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151108,0.00,0.0,56,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151109,0.00,0.0,59,2.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151110,0.26,0.0,57,9.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151111,0.43,0.0,58,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151112,0.01,0.0,61,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151113,0.00,0.0,58,10.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151114,0.00,0.0,49,7.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151115,0.00,0.0,58,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151116,0.00,0.0,67,4.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151117,0.00,0.0,52,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151118,0.00,0.0,58,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151119,1.25,0.0,64,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151120,0.00,0.0,64,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151121,0.00,0.0,53,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151122,0.03,0.0,55,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151123,0.00,0.0,44,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151124,0.00,0.0,46,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151125,0.00,0.0,50,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151126,0.00,0.0,60,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151127,0.00,0.0,64,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151128,0.02,0.0,64,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151129,0.00,0.0,49,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151130,0.00,0.0,47,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151201,0.33,0.0,51,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151202,0.14,0.0,57,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151203,0.00,0.0,55,8.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151204,0.00,0.0,51,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151205,0.00,0.0,51,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151206,0.00,0.0,53,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151207,0.00,0.0,54,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151208,0.00,0.0,49,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151209,0.00,0.0,55,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151210,0.00,0.0,60,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151211,0.00,0.0,61,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151212,0.00,0.0,66,2.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151213,0.00,0.0,67,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151214,0.33,0.0,67,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151215,0.09,0.0,68,10.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151216,0.04,0.0,53,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151217,1.21,0.0,59,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151218,0.00,0.0,57,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151219,0.00,0.0,40,9.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151220,0.00,0.0,43,6.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151221,0.00,0.0,56,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151222,0.19,0.0,62,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151223,1.55,0.0,64,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151224,0.01,0.0,72,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151225,0.01,0.0,66,0.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151226,0.00,0.0,59,8.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151227,0.12,0.0,61,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151228,0.03,0.0,46,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151229,0.45,0.0,46,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151230,0.19,0.0,48,4.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20151231,0.03,0.0,48,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160101,0.00,0.0,42,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160102,0.00,0.0,40,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160103,0.00,0.0,45,7.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160104,0.00,0.0,36,8.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160105,0.00,0.0,29,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160106,0.00,0.0,41,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160107,0.00,0.0,46,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160108,0.00,0.0,46,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160109,0.00,0.0,47,8.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160110,1.80,0.0,59,9.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160111,0.00,0.0,40,10.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160112,0.00,0.0,44,6.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160113,0.00,0.0,30,9.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160114,0.00,0.0,38,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160115,0.00,0.0,51,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160116,0.24,0.0,52,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160117,0.05,0.4,42,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160118,0.00,0.0,31,11.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160119,0.00,0.0,28,11.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160120,0.00,0.0,37,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160121,0.00,0.0,36,6.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160122,0.01,0.2,30,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160123,2.31,27.3,27,15.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160124,0.00,0.0,35,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160125,0.00,0.0,39,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160126,0.00,0.0,48,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160127,0.00,0.0,47,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160128,0.00,0.0,42,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160129,0.00,0.0,41,7.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160130,0.00,0.0,39,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160131,0.00,0.0,56,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160201,0.01,0.0,59,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160202,0.00,0.0,50,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160203,0.73,0.0,59,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160204,0.00,0.0,59,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160205,0.53,2.5,44,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160206,0.00,0.0,40,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160207,0.00,0.0,47,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160208,0.05,0.1,39,10.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160209,0.00,0.0,36,4.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160210,0.01,0.0,39,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160211,0.00,0.0,31,10.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160212,0.00,0.0,27,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160213,0.00,0.0,22,12.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160214,0.00,0.0,15,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160215,0.44,1.4,35,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160216,1.01,0.0,54,7.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160217,0.00,0.0,39,7.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160218,0.00,0.0,36,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160219,0.00,0.0,39,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160220,0.00,0.0,61,7.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160221,0.03,0.0,55,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160222,0.00,0.0,52,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160223,0.30,0.0,40,14.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160224,1.22,0.0,60,10.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160225,0.02,0.0,61,8.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160226,0.00,0.0,39,8.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160227,0.00,0.0,41,6.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160228,0.00,0.0,60,7.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160229,0.05,0.0,61,8.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160301,0.00,0.0,52,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160302,0.14,0.0,55,10.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160303,0.00,0.0,36,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160304,0.11,0.4,39,8.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160305,0.00,0.0,41,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160306,0.00,0.0,44,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160307,0.00,0.0,60,7.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160308,0.00,0.0,67,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160309,0.00,0.0,77,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160310,0.00,0.0,79,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160311,0.06,0.0,68,6.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160312,0.00,0.0,59,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160313,0.00,0.0,62,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160314,0.29,0.0,51,14.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160315,0.00,0.0,57,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160316,0.02,0.0,65,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160317,0.00,0.0,63,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160318,0.00,0.0,57,8.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160319,0.00,0.0,46,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160320,0.07,0.0,43,9.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160321,0.06,0.5,50,8.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160322,0.00,0.0,56,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160323,0.00,0.0,71,6.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160324,0.00,0.0,55,9.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160325,0.04,0.0,72,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160326,0.00,0.0,55,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160327,0.00,0.0,55,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160328,0.38,0.0,62,10.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160329,0.00,0.0,53,11.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160330,0.00,0.0,56,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160331,0.00,0.0,73,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160401,0.02,0.0,79,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160402,0.16,0.0,61,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160403,0.09,0.0,50,12.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160404,0.47,0.0,45,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160405,0.00,0.0,43,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160406,0.00,0.0,48,6.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160407,0.09,0.0,58,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160408,0.01,0.0,50,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160409,0.11,0.0,43,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160410,0.00,0.0,50,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160411,0.01,0.0,65,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160412,0.20,0.0,59,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160413,0.00,0.0,58,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160414,0.00,0.0,62,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160415,0.00,0.0,65,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160416,0.00,0.0,68,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160417,0.00,0.0,75,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160418,0.00,0.0,82,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160419,0.00,0.0,73,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160420,0.00,0.0,69,6.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160421,0.00,0.0,73,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160422,0.00,0.0,79,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160423,0.16,0.0,71,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160424,0.00,0.0,68,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160425,0.00,0.0,69,4.0
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160426,0.24,0.0,60,7.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160427,0.00,0.0,62,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160428,0.00,0.0,59,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160429,0.05,0.0,58,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160430,0.00,0.0,65,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160501,0.16,0.0,51,4.9
